id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
7326,boardgame,Itsy Bitsy Spider,2002,2,4,20,20,20,3,8,3.875,0,12,0,0,2,6,0,0
7328,boardgame,Lizzie McGuire: What Would Lizzie Do,2003,2,4,30,30,30,8,3,4.33333,0,9,1,0,1,1,1,1
7330,boardgame,Nutty Elephant,2000,2,4,20,20,20,3,2,5,0,9,1,0,0,2,0,0
7331,boardgame,Rum Rebellion,1983,2,6,60,60,60,10,19,4.35789,0,59,4,1,4,19,5,1.4
7332,boardgame,Pro Jax,2003,1,0,30,30,30,8,8,4.9375,0,17,6,0,0,4,2,1.5
7333,boardgame,The Simpsons: What Would Homer Do,2002,2,5,30,30,30,0,5,4.3,0,25,1,2,2,3,0,0
7335,boardgame,G.I. Joe Commando Attack,2002,2,2,30,30,30,7,18,5.71111,0,44,4,0,2,16,2,1.5
7337,boardgame,Shining Path: The Struggle for Peru,1999,2,2,90,90,90,12,15,7.16667,0,79,4,9,20,19,1,2
7339,boardgame,Special Delivery,1993,2,16,90,90,90,10,15,4.35,0,32,4,0,0,6,2,1
7340,boardgame,Powerplay,1986,2,6,60,60,60,9,3,6,0,15,0,0,1,0,1,2
7341,boardgame,Terning-skak,0,2,4,30,30,30,8,2,7.5,0,2,0,3,2,1,0,0
7342,boardgame,Chinese Tiles,1940,2,2,30,30,30,0,0,0,0,1,1,0,0,0,0,0
7343,boardgame,Chatter Matters,2000,2,4,60,60,60,8,15,5.224,0,40,8,0,0,10,2,1.5
7345,boardgame,Sex Quest,1997,2,2,60,60,60,18,2,4.5,0,6,0,4,4,0,0,0
7348,boardgame,Dr. Ruth's Game of Good Sex,1985,4,8,60,60,60,18,9,3.88889,0,71,12,1,2,7,4,2.25
7350,boardgame,Look at the Schmuck on that Camel,1995,2,2,60,60,60,0,5,4.4,0,19,2,3,4,5,2,1.5
7351,boardgame,Playboy: The Game of Elegant Lifestyles,1986,2,6,90,90,90,18,16,4.09375,0,43,4,3,3,6,2,1
7352,boardgame,The Ythri,1975,2,2,90,90,90,12,7,5.42857,0,45,2,12,10,11,2,3
7353,boardgame,Command at Sea,1981,2,0,360,360,360,18,18,6.19444,0,87,3,6,7,17,3,3
7355,boardgame,The Red Storm,1983,2,2,180,180,180,12,14,6.34214,0,83,4,10,7,13,3,3
7356,boardgame,Vegas,1969,2,6,60,60,60,0,18,4.69444,0,84,10,0,0,11,4,1.75
7357,boardgame,Chain Letters,1969,2,2,60,60,60,0,1,5,0,20,3,2,1,1,0,0
7358,boardgame,It Takes Two,1970,2,8,60,60,60,10,8,6.6125,0,30,2,1,3,6,0,0
7360,boardgame,The Mating Game,1969,2,2,90,90,90,16,0,0,0,20,2,2,1,1,0,0
7361,boardgame,Mob Strategy: The Takeover Game,1969,2,2,45,45,45,10,13,4.39231,0,70,11,0,1,10,2,1.5
7362,boardgame,Rhyme Time,1969,2,2,60,60,60,0,6,3.16667,0,25,1,1,0,5,1,1
7363,boardgame,Trivia,1970,2,8,90,90,90,0,1,3,0,16,0,0,0,2,1,2
7364,boardgame,Game of the Week: Sports Action in Baseball,1969,2,2,60,60,60,8,3,6.33333,0,14,2,1,0,1,0,0
7366,boardgame,Flix,1994,2,2,10,10,10,7,25,6.148,0,46,4,9,12,11,4,1.25
7368,boardgame,North Wind Rain,2003,1,2,10,10,10,0,29,6.57241,0,200,8,10,20,33,10,3.1
7369,boardgame,Brunete,1980,2,2,180,180,180,0,0,0,0,2,0,3,3,0,0,0
7370,boardgameexpansion,Battle Masters: Chaos Warband,1992,2,2,90,90,90,12,67,6.26343,5.55282,159,11,41,68,23,9,1.5556
7371,boardgameexpansion,Battle Masters: Imperial Lords,1992,2,2,90,90,90,8,64,6.20391,5.54741,144,10,40,70,22,8,1.625
7372,boardgame,The Golden Horde,1978,2,2,180,180,180,12,9,4.27778,0,30,2,1,3,10,1,2
7373,boardgame,Taino,2002,2,2,10,10,10,0,0,0,0,0,0,3,5,1,0,0
7374,boardgame,Veptheca,2003,2,2,10,10,10,0,0,0,0,1,0,0,1,2,0,0
7375,boardgame,The Chick Game,2002,2,8,90,90,90,0,3,7,0,1,0,0,0,1,0,0
7376,boardgame,VFR Pilot Game,1984,2,6,60,60,60,0,5,5.2,0,21,3,2,4,4,0,0
7379,boardgame,Quebec Libre,1978,2,6,180,180,180,0,2,5.5,0,30,0,11,11,3,0,0
7380,boardgame,Rubberneckers,1999,2,20,90,90,90,5,15,5.75667,0,62,4,1,4,10,1,1
7381,boardgame,Das Spitzweg-Spiel,2003,2,4,45,45,45,0,8,5.175,0,33,3,0,0,4,1,2
7383,boardgame,Red Star Falling,1981,2,2,120,120,120,12,21,6.47619,0,64,2,9,9,10,3,1.6667
7385,boardgame,Richard I the Lionheart,1981,2,2,120,120,120,0,9,6.33333,0,51,2,3,4,8,0,0
7386,boardgame,Wake Island,1981,2,2,120,120,120,12,25,6.56,0,84,3,10,12,22,6,2.5
7387,boardgame,Sheridan's Ride,1981,2,2,120,120,120,0,16,6.10938,0,60,7,4,4,12,3,2.6667
7388,boardgame,Trivia Adventure,1983,2,6,180,180,180,7,19,4.47368,0,65,5,0,0,13,1,1
7389,boardgame,The Castle,1981,1,6,45,45,45,10,16,5.6875,0,61,2,15,36,19,2,1
7390,boardgameexpansion,Air Force Dauntless Expansion Kit,1978,2,2,120,120,120,12,148,6.56655,5.67664,342,19,8,16,58,24,3.0833
7391,boardgame,Air Duel: Danger Zone,1998,2,2,45,45,45,12,1,5,0,2,0,0,5,2,0,0
7392,boardgame,Foxhole,2000,2,2,120,120,120,12,2,4.5,0,30,5,0,2,4,0,0
7393,boardgame,Electronic Battle Cry,1989,2,4,20,20,20,7,6,4.5,0,13,1,3,4,4,2,1
7394,boardgame,MTB,1977,2,2,120,120,120,0,9,5.55556,0,41,4,1,2,6,1,2
7395,boardgame,Surigao Strait,1979,2,2,30,30,30,0,1,5,0,3,0,1,1,1,0,0
7396,boardgame,Fox One,1996,2,6,45,45,45,10,16,4.53125,0,46,7,6,7,6,0,0
7397,boardgame,Atlantis 12500 B.C.,1976,2,2,120,120,120,12,12,3.08333,0,24,1,1,3,9,1,2
7398,boardgame,Time Tunnels,1981,2,4,90,90,90,0,0,0,0,4,0,5,4,0,0,0
7399,boardgame,The Allowance Game,1979,2,4,30,30,30,6,27,4.25926,0,74,4,0,2,17,4,1
7401,boardgame,Das Campus-Spiel,1998,3,6,120,120,120,0,8,4.8125,0,11,3,0,1,1,0,0
7402,boardgame,Interstate Highway Bingo,1997,2,2,45,45,45,5,10,4.7,0,27,0,0,0,7,3,1
7403,boardgame,Micro Fleet: Napoleonic Naval,1978,2,2,120,120,120,0,7,6.28571,0,27,0,4,0,2,1,3
7404,boardgame,Micro Colonial,1977,2,2,120,120,120,0,6,5.33333,0,28,2,3,2,4,1,2
7405,boardgame,Micro Ancient,1976,2,6,120,120,120,0,17,5.82353,0,52,1,4,3,9,2,2
7406,boardgame,Micro Napoleonics,1976,2,6,120,120,120,0,13,5.53846,0,43,1,3,3,4,1,2
7407,boardgame,U-Boat,1977,2,2,120,120,120,12,10,6.35,0,44,2,4,4,7,1,2
7408,boardgame,The Book of Cards for Kids,1992,1,13,20,20,20,6,3,7.33333,0,9,0,0,0,2,0,0
7409,boardgame,Tunisia 1943,1976,2,2,90,90,90,0,7,5.85714,0,27,3,1,2,3,0,0
7411,boardgame,Crimea,1977,2,2,120,120,120,12,9,5.78889,0,40,5,0,2,9,1,2
7412,boardgame,Crete 1941,1976,2,2,90,90,90,12,5,5.2,0,19,3,1,1,3,0,0
7413,boardgame,Sidi Rezegh,1977,2,2,120,120,120,0,10,5.6,0,39,3,1,0,4,1,2
7414,boardgame,Cassino,1977,2,2,120,120,120,0,7,5.78571,0,46,1,0,0,3,0,0
7415,boardgame,Caen,1977,2,2,120,120,120,0,8,5.125,0,28,4,0,0,2,0,0
7416,boardgameexpansion,Battle of the Bands: Backstage Pass,2002,2,6,30,30,30,13,101,6.44231,5.59778,218,16,5,5,43,12,1.8333
7417,boardgame,Bananas,1996,2,4,45,45,45,7,6,6,0,29,1,0,1,3,1,1
7419,boardgame,Le Grand Empire,1978,2,2,180,180,180,0,7,5.21429,0,31,0,5,1,9,0,0
7423,boardgame,Computer Finance,1969,2,4,60,60,60,0,0,0,0,0,0,0,0,1,0,0
7424,boardgame,Computer Hockey,1969,2,2,60,60,60,0,1,9,0,2,0,0,0,3,0,0
7425,boardgame,Computer Football,1969,2,2,60,60,60,0,5,3.2,0,10,2,0,1,5,0,0
7426,boardgame,Computer Baseball,1969,2,2,60,60,60,0,2,6.5,0,4,0,0,0,3,0,0
7427,boardgame,Computer Basketball,1969,2,2,60,60,60,0,0,0,0,3,1,0,0,1,0,0
7428,boardgame,Der Wstentruck,1995,2,6,45,45,45,8,12,5.20833,0,20,2,1,1,7,0,0
7429,boardgame,Computer Golf,1969,2,4,60,60,60,0,0,0,0,0,0,0,0,0,0,0
7430,boardgame,Computer Sailing,1969,2,4,60,60,60,0,0,0,0,0,0,1,0,0,0,0
7431,boardgame,Samsonite Football Game,1969,2,2,30,30,30,0,4,5.625,0,11,0,2,1,4,0,0
7432,boardgame,Emboscada,1974,2,2,45,45,45,0,1,4,0,3,0,0,0,0,0,0
7433,boardgame,Think Twice,2002,2,2,30,30,30,10,21,5.82857,0,73,7,2,4,8,6,1.3333
7435,boardgame,Trial Lawyer,1975,2,4,90,90,90,0,3,3.33333,0,34,7,2,2,8,0,0
7436,boardgame,Casinopoly,1999,2,8,90,90,90,8,13,4.90385,0,40,5,1,1,7,0,0
7437,boardgame,Mr. Bean The Game,1998,3,10,60,60,60,0,11,4.81818,0,28,0,1,7,7,0,0
7438,boardgame,"Adventures with Clifford, the Big Red Dog",1992,2,2,30,30,30,4,1,4,0,2,0,0,0,0,0,0
7439,boardgame,Samsonite Basketball Game,1969,2,2,30,30,30,0,1,9,0,0,0,1,0,0,0,0
7440,boardgame,Deflect 5,1996,2,2,20,20,20,5,1,3,0,1,0,0,0,1,0,0
7441,boardgame,Brainwaves,1977,2,2,30,30,30,8,10,6.35,0,34,4,4,11,10,1,1
7442,boardgame,Avis de Tempte,2003,2,6,10,10,10,8,10,5.2,0,19,0,1,1,2,1,1
7444,boardgame,Ana contre Corax,2003,2,2,20,20,20,10,5,3.6,0,25,1,1,0,4,0,0
7445,boardgame,Frgate noire,2003,3,6,20,20,20,0,3,5.66667,0,26,1,2,4,2,0,0
7447,boardgame,Replay Basketball,2003,1,2,90,90,90,11,26,8.46923,0,53,3,11,16,14,2,2.5
7448,boardgame,Tupamaro,2001,2,2,90,90,90,12,5,5.6,0,31,3,2,7,8,0,0
7449,boardgame,Computer Football: Scrimmage,1972,2,2,60,60,60,0,0,0,0,2,0,0,0,0,0,0
7450,boardgame,Stop-Gate,1976,2,2,10,10,10,6,8,6.74375,0,10,0,0,6,8,0,0
7452,boardgame,Scrabble Crossword / Dominoes,1975,2,4,30,30,30,10,14,4.96429,0,78,9,2,4,12,1,1
7454,boardgame,Northwest Passage!,1969,2,6,30,30,30,10,7,4.85714,0,18,2,1,2,6,0,0
7455,boardgameexpansion,Speed Circuit Tournament Tracks,1979,2,6,120,120,120,12,7,7.21429,0,16,0,13,8,0,0,0
7456,boardgame,Orbital Chess,1973,2,4,120,120,120,8,2,2,0,4,1,3,2,4,0,0
7458,boardgame,Ecology: Game of Man & Nature,1970,2,4,180,180,180,14,12,5,0,35,4,1,2,10,2,2
7459,boardgame,Husband at Large,1962,2,7,20,20,20,12,1,6,0,1,0,0,1,1,1,1
7460,boardgame,Q*bert Card Game,1983,2,4,45,45,45,8,16,5.53125,0,57,5,3,7,12,1,1
7468,boardgame,Rumble,2003,2,8,10,10,10,10,4,7.125,0,2,0,0,0,2,0,0
7469,boardgameexpansion,Aliens Expansion,1990,1,9,90,90,90,10,162,7.56327,5.8519,318,8,73,89,70,17,2.1765
7471,boardgame,Breaking Point,1976,2,4,20,20,20,7,24,4.875,0,55,7,4,7,17,0,0
7473,boardgame,Drag Strip!,1965,2,2,10,10,10,5,7,5.64286,0,13,0,4,4,6,0,0
7474,boardgame,Time Travelers,1988,2,6,60,60,60,0,1,5,0,1,0,0,1,0,0,0
7476,boardgame,Complica,1991,2,2,10,10,10,7,11,6.43636,0,19,1,3,8,7,2,2
7477,boardgame,Streng Geheim,1988,3,6,60,60,60,8,12,4.9,0,59,6,0,1,8,3,2.6667
7478,boardgame,Weimar,1996,4,7,360,360,360,12,1,5,0,6,0,2,3,3,0,0
7481,boardgame,Itinerary,1980,2,6,45,45,45,8,13,5.73077,0,32,3,0,0,12,1,2
7482,boardgame,Rush N' Crush,2003,2,6,60,60,60,10,13,6.65385,0,44,0,2,23,19,2,2
7484,boardgame,Kleine Monster,2003,2,4,10,10,10,5,18,6.08611,0,40,2,1,3,11,6,1
7485,boardgame,The HexGames,2001,2,2,20,20,20,12,0,0,0,4,0,0,1,1,0,0
7486,boardgame,Lucky 13,1985,2,6,30,30,30,7,10,5.7,0,15,1,0,0,2,2,1
7489,boardgame,Cold War,2003,3,5,60,60,60,10,3,6.83333,0,16,0,1,8,7,1,3
7490,boardgame,Walk in the Woods,1999,1,8,20,20,20,5,1,5,0,11,1,1,4,4,0,0
7492,boardgame,There's a Growly in the Garden!,2002,1,6,20,20,20,5,2,5,0,7,0,0,0,3,0,0
7494,boardgameexpansion,Africanus: SPQR Module,1994,2,2,240,240,240,12,79,7.30063,5.6749,379,8,7,13,33,11,2.8182
7495,boardgameexpansion,Dictator: Caesar Module,1995,2,2,360,360,360,12,53,7.49434,5.64626,298,3,14,32,27,9,2.8889
7496,boardgameexpansion,War Elephant: SPQR Module,1992,2,2,240,240,240,12,81,7.53333,5.6943,418,8,8,17,37,8,3.125
7497,boardgameexpansion,Consul for Rome: SPQR Module,1992,2,2,240,240,240,12,66,7.25833,5.63947,337,8,5,12,27,10,3.1
7498,boardgameexpansion,Pyrrhic Victory: SPQR Module,1993,2,2,240,240,240,0,69,7.68768,5.69498,337,9,5,12,29,11,3.0909
7499,boardgameexpansion,Veni Vidi Vici: GBoH Caesar Module,1999,2,2,360,360,360,12,38,7.25658,5.59233,300,9,6,17,18,5,2.6
7500,boardgameexpansion,Jugurtha: Caesar and SPQR Module,1998,2,2,360,360,360,12,39,7.42564,5.59437,281,4,11,23,17,3,3.3333
7504,boardgameexpansion,Diadochoi: Great Battles of Alexander Module,1995,2,2,240,240,240,12,68,7.87059,5.70511,358,5,13,25,29,11,3
7505,boardgameexpansion,Phalanx: Great Battles of Alexander Module,1998,2,2,240,240,240,12,64,7.53594,5.66486,332,3,16,21,22,9,3.2222
7506,boardgame,Operation Konrad,1983,2,2,120,120,120,12,19,6.8,0,64,1,3,7,15,3,3
7507,boardgame,Corsair!,1981,2,6,60,60,60,8,9,6.33333,0,25,1,1,2,4,1,1
7508,boardgame,Mission: Grenada,1985,2,2,120,120,120,12,11,4.23636,0,49,4,2,3,13,0,0
7509,boardgame,Christians and Lions,1982,1,3,60,60,60,10,5,6.2,0,18,1,2,6,6,0,0
7510,boardgame,Shuttlewars,1981,1,2,30,30,30,10,4,4,0,18,2,0,0,4,0,0
7512,boardgame,Historiallinen Helsinki,2000,2,4,30,30,30,0,2,3.5,0,1,1,0,0,2,0,0
7513,boardgameexpansion,Shockwave,1984,2,2,60,60,60,12,123,7.07805,5.71896,464,10,10,13,64,22,2.3182
7515,boardgame,ID: The Identity Game,1988,3,0,120,120,120,10,18,4.44444,0,90,15,1,0,10,2,1.5
7516,boardgame,PerPlexus,1976,2,2,10,10,10,0,7,5.85714,0,20,1,4,1,5,1,2
7517,boardgame,Pop of the Form,1988,2,2,45,45,45,0,2,3,0,2,0,0,0,0,0,0
7518,boardgame,"Words, Words, Words",1999,2,2,45,45,45,8,0,0,0,4,1,1,1,2,0,0
7520,boardgame,Icebreaker,1988,2,2,60,60,60,8,3,5.66667,0,3,1,0,0,1,0,0
7521,boardgame,Wallace & Gromit Going Crackers,1998,2,6,45,45,45,8,6,5.66667,0,14,2,2,4,3,1,1
7523,boardgameexpansion,Space Crusade: Mission Dreadnought,1991,2,4,120,120,120,10,305,6.93311,5.89938,719,13,73,97,80,33,2.4545
7524,boardgame,Zzzinity,1994,2,8,60,60,60,10,6,5.83333,0,22,4,0,0,8,2,3
7525,boardgame,Up For Grabs,1978,2,4,10,10,10,4,3,5,0,12,3,0,2,1,1,3
7526,boardgame,Welfen und Staufer,1990,2,2,180,180,180,16,28,6.5,0,108,7,11,10,17,7,3.1429
7527,boardgame,Bases Loaded Baseball,0,1,2,60,60,60,0,2,3.75,0,7,0,0,0,1,0,0
7528,boardgame,Drag-Ominos,1975,2,4,45,45,45,0,1,5,0,5,0,0,3,1,0,0
7529,boardgameexpansion,Space Crusade: Eldar Attack,1991,2,5,120,120,120,10,198,6.86818,5.77861,483,5,87,117,49,16,2.5625
7530,boardgame,Duell der Schamanen,1978,2,2,10,10,10,6,14,4.78571,0,56,5,2,1,8,0,0
7531,boardgameexpansion,Ogre Reinforcement Pack,1987,2,2,60,60,60,10,81,7.16481,5.66318,323,11,12,15,34,8,2.25
7532,boardgame,Who Really Has the Huevos?,0,2,4,30,30,30,0,8,3,0,9,2,0,0,2,1,2
7533,boardgame,Demontowers,1991,2,4,180,180,180,13,15,5.51667,0,46,6,1,0,2,2,3
7534,boardgame,Cabal,1979,2,2,20,20,20,12,6,4.83333,0,7,1,1,1,5,1,2
7535,boardgame,Timelag,1980,2,2,120,120,120,0,4,5.375,0,29,0,7,7,4,1,2
7536,boardgame,Battlegame Book 3: Galactic War,1975,2,4,30,30,30,7,23,5.68261,0,65,3,5,9,14,2,2
7540,boardgame,O Alquimista,1997,2,4,60,60,60,14,5,4.3,0,10,0,0,0,2,0,0
7542,boardgame,Plug-A-Jug,1969,2,4,10,10,10,7,7,3.57143,0,26,6,1,1,5,0,0
7543,boardgame,Bewilder,1969,2,2,45,45,45,0,1,7,0,7,2,2,0,1,0,0
7544,boardgame,Americana Golf Game,0,1,4,45,45,45,0,1,1,0,2,1,0,0,1,0,0
7545,boardgame,Cover Up,1975,2,4,30,30,30,8,7,5.86429,0,24,3,0,1,4,0,0
7546,boardgame,Dominator,1993,2,2,60,60,60,12,0,0,0,8,1,1,0,2,0,0
7548,boardgame,Hoo-Dee-Nee,1983,2,2,20,20,20,7,2,3.5,0,6,0,0,0,2,0,0
7550,boardgame,How to Host a Murder: All My Children,1991,8,8,180,180,180,18,2,4,0,20,2,3,4,3,1,2
7551,boardgame,Snoopy Come Home,1966,2,7,30,30,30,7,9,4.5,0,43,5,1,2,11,2,1
7555,boardgame,Nibelungenlied,2003,2,2,10,10,10,0,1,7,0,0,0,0,2,1,0,0
7557,boardgame,Battlegame Book 1: The Wild West,1975,2,4,30,30,30,7,23,6.09565,0,50,0,6,9,12,6,1.8333
7559,boardgame,Space: 1999,1976,2,4,20,20,20,8,18,4.47778,0,37,5,5,7,14,5,1
7560,boardgame,Home Golf,1961,2,4,90,90,90,8,1,3,0,2,0,0,0,1,0,0
7561,boardgame,Mad Chatter,1993,3,10,30,30,30,0,8,7.5,0,27,1,1,1,6,0,0
7564,boardgame,Piracy on the High Seas,1981,2,4,60,60,60,8,0,0,0,0,0,4,2,1,0,0
7565,boardgame,Poker Bingo,1963,2,12,30,30,30,8,2,3.5,0,15,2,0,1,2,0,0
7566,boardgame,The War of the Worlds,1980,2,2,60,60,60,12,27,6.3,0,85,3,20,30,24,5,2.4
7567,boardgame,Proteus,1983,2,2,30,30,30,0,19,6.89474,0,39,2,8,21,12,1,1
7568,boardgame,Fluster,1973,2,4,20,20,20,8,17,5.64706,0,41,3,1,3,11,1,2
7569,boardgame,Amphorae,1990,2,4,0,0,0,0,7,6.18571,0,24,2,0,1,6,0,0
7572,boardgame,Scrabble Scoring Anagrams,1972,1,12,60,60,60,10,16,6.64062,0,68,5,2,5,13,1,2
7573,boardgame,Mamoonia,2003,1,6,180,180,180,9,26,4.46154,0,71,9,1,7,21,2,2.5
7574,boardgame,Wickie,1976,2,4,60,60,60,6,1,4,0,3,0,0,0,2,0,0
7580,boardgame,Algoritmo,1995,2,6,30,30,30,0,6,4.83333,0,10,0,0,1,2,1,2
7581,boardgame,Pinko Pallino,1995,2,2,20,20,20,8,6,8,0,5,0,7,14,7,0,0
7582,boardgame,Warhammer Adventures,1996,2,2,60,60,60,10,6,4.83333,0,13,0,7,7,0,0,0
7583,boardgame,Auto Market,1994,3,6,120,120,120,0,2,7.5,0,8,0,6,4,1,0,0
7585,boardgame,Hill(y) Billy,1999,3,5,150,150,150,0,6,6.08333,0,19,2,7,7,6,0,0
7587,boardgameexpansion,Solitaire ASL,1995,1,1,120,120,120,12,260,7.65962,6.07294,947,28,41,85,129,44,4.2273
7588,boardgame,Principles of War: Napoleonics,1996,2,10,360,360,360,12,14,6.75,0,26,1,1,2,6,2,3
7589,boardgame,Triangle,1983,2,2,20,20,20,0,1,6.5,0,5,0,2,1,4,0,0
7591,boardgame,Sportac,1970,1,6,60,60,60,8,3,4.33333,0,5,1,0,0,1,0,0
7592,boardgame,Touchdown: The American Football Game,1985,2,2,60,60,60,0,6,5.33333,0,9,0,1,2,3,0,0
7593,boardgame,The Book of Greek Myths Pop-up Board Games,2000,2,4,30,30,30,12,4,4.625,0,9,0,0,3,3,1,1
7594,boardgame,Net.opoly,1999,2,6,240,240,240,8,3,3.66667,0,12,2,0,0,3,0,0
7595,boardgame,CLAC,2001,4,48,60,60,60,0,0,0,0,0,0,1,1,1,0,0
7596,boardgame,Kupido,1994,4,12,120,120,120,0,6,5.7,0,12,1,2,2,1,0,0
7597,boardgame,JZ,1962,2,6,30,30,30,12,0,0,0,2,0,12,11,2,0,0
7598,boardgame,Spider-Man Swing into Action,2003,2,4,20,20,20,0,7,6.71429,0,21,2,0,0,4,0,0
7599,boardgame,SpyQuest,1994,2,6,90,90,90,14,11,6,0,27,2,0,2,6,0,0
7602,boardgame,Endangered,1989,2,10,60,60,60,0,5,4,0,5,2,0,1,2,0,0
7603,boardgame,BrickQuest,2003,2,6,120,120,120,10,5,8.4,0,21,0,1,17,3,1,2
7604,boardgame,Final Fantasy IX Tetra Master Card game,2001,2,2,20,20,20,10,22,5.37273,0,59,5,5,12,8,2,1
7608,boardgame,Nuts!,1998,2,6,30,30,30,10,8,4.8125,0,22,3,1,0,4,1,1
7611,boardgame,Differix,1974,1,6,20,20,20,5,26,4.95769,0,55,4,0,1,8,2,1
7613,boardgame,Zippidy Zoo,2000,2,4,30,30,30,6,5,6.2,0,14,2,1,1,3,0,0
7615,boardgame,Caesar,1993,3,8,240,240,240,0,7,4.71429,0,28,5,1,2,6,1,2
7616,boardgame,Winter Pause,2000,2,2,10,10,10,10,6,5.75,0,21,0,0,1,7,2,1
7617,boardgame,Children of the World,2003,2,6,20,20,20,5,7,4.85714,0,13,1,1,1,6,3,1
7618,boardgame,Check Mate,1974,2,2,20,20,20,0,1,6,0,2,0,2,2,1,0,0
7619,boardgame,Clash,1986,2,2,20,20,20,8,11,3.81818,0,48,6,0,1,6,1,2
7620,boardgame,Zebulon,1997,2,2,10,10,10,10,4,6.5,0,20,1,1,7,4,1,2
7624,boardgame,Evil Stevie's Pirate Game,1998,3,25,240,240,240,12,16,7.4375,0,25,1,7,14,9,2,2.5
7626,boardgame,Queen Bee,1974,2,4,20,20,20,0,8,5.6875,0,29,4,2,3,7,1,2
7627,boardgame,Ciphagrams,1988,2,12,45,45,45,0,2,6,0,5,0,0,0,2,1,1
7628,boardgame,"Nff, Kvekk, Mjau",1988,3,7,30,30,30,4,0,0,0,1,0,0,0,1,0,0
7629,boardgame,Spit it Out!,1988,4,10,30,30,30,0,1,6,0,5,1,0,2,1,0,0
7632,boardgameexpansion,The Near East,1983,2,2,60,60,60,0,35,6.7,5.54204,149,11,7,8,18,8,4
7633,boardgameexpansion,Spain and Portugal,1984,2,2,120,120,120,12,31,6.55645,5.52418,149,12,6,3,16,6,4.6667
7643,boardgame,Junior Executive,1955,2,4,90,90,90,8,6,4.7,0,24,6,0,1,7,0,0
7644,boardgame,Cherry Ames' Nursing Game,1959,2,6,45,45,45,0,1,5,0,12,2,1,2,2,0,0
7645,boardgame,Winning: The Bicycle Race Game,1987,2,6,120,120,120,10,6,6,0,12,6,7,5,2,2,2
7646,boardgame,Credibility Gap,1967,2,4,45,45,45,0,3,6.33333,0,7,0,0,0,2,1,1
7647,boardgameexpansion,Castle of Magic: The Castle Cursed,1992,4,6,10,10,10,12,16,6.9375,0,50,1,9,18,6,2,2
7648,boardgame,Championship Baseball,1966,2,2,120,120,120,7,0,0,0,4,1,0,0,0,0,0
7649,boardgame,Eurocracy,1992,2,6,120,120,120,12,2,3.5,0,13,1,0,0,2,0,0
7653,boardgame,Columbus Was Wrong,1973,2,4,45,45,45,0,0,0,0,0,0,3,3,0,0,0
7654,boardgame,Challenge the Yankees,1964,2,2,60,60,60,0,3,8,0,5,0,10,6,5,0,0
7655,boardgame,Bean Bag Buccaneers,1962,2,2,20,20,20,5,3,8,0,2,0,0,2,1,2,1
7656,boardgame,The Battle Game,1965,2,2,30,30,30,8,2,7.75,0,10,0,1,3,1,0,0
7658,boardgame,Maneuver,1967,2,6,60,60,60,10,4,6.875,0,6,0,1,2,2,2,1.5
7659,boardgame,Treasure Island,1943,2,4,30,30,30,7,2,4,0,4,0,0,1,2,0,0
7660,boardgame,Bottoms Up,1970,2,8,60,60,60,18,7,2.42857,0,10,0,0,1,5,2,1
7661,boardgame,Les Blinds,0,2,2,30,30,30,10,1,4,0,4,0,0,0,1,0,0
7663,boardgameexpansion,Noch mehr rger,2001,2,6,30,30,30,8,40,6.325,5.54239,110,4,0,1,9,4,1.25
7664,boardgame,Ayrton Senna: The King of Monaco,1997,2,6,60,60,60,0,9,5.63333,0,7,0,0,1,3,0,0
7665,boardgame,Karter Peanut Shell Game,1978,2,6,60,60,60,8,0,0,0,1,0,0,0,0,0,0
7666,boardgame,Too Many Georges,2001,2,8,45,45,45,0,4,6,0,12,1,1,0,4,1,1
7668,boardgame,Frantic Frogs,1965,2,4,10,10,10,5,2,5.5,0,9,2,1,1,0,0,0
7669,boardgame,Getaway Chase,1968,2,2,10,10,10,0,2,7.5,0,4,1,2,1,3,0,0
7670,boardgame,World Conquest,1987,2,6,120,120,120,11,2,6.25,0,11,0,0,2,2,0,0
7671,boardgame,Drip Dragster,1971,0,0,10,10,10,4,0,0,0,0,0,0,0,0,0,0
7672,boardgame,The Exciting New Game of the Kennedys,1961,2,6,30,30,30,0,2,4.25,0,10,1,1,1,2,2,1
7673,boardgame,Dark Shadows,1968,2,4,10,10,10,0,16,6.375,0,38,1,4,11,14,6,1
7674,boardgame,The Undersea World of Jacques Cousteau,1968,2,4,60,60,60,7,3,5.33333,0,10,2,0,1,3,1,1
7675,boardgame,Super Spy,1971,2,4,30,30,30,8,9,4.88889,0,58,11,2,4,6,2,1.5
7677,boardgame,Divers Down,1986,2,6,60,60,60,8,1,4.5,0,3,0,0,0,0,0,0
7678,boardgame,The Ultimate Game,1984,4,6,180,180,180,10,2,9.5,0,4,0,2,8,2,0,0
7679,boardgame,Busine$$ GO,1996,2,5,60,60,60,12,17,6.67647,0,20,4,0,1,6,3,2
7680,boardgame,The Match Game,1963,3,7,30,30,30,10,20,6.4275,0,76,6,3,2,12,1,1
7681,boardgame,Dragon Supreme,1994,2,4,30,30,30,12,1,6,0,6,3,0,1,1,1,2
7683,boardgame,Ronda Magica,1988,2,6,30,30,30,10,29,6.32414,0,80,6,4,5,8,1,1
